1720573017.108625 server started (1673238): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1720573017.108675 on Linux 6.9.6-arch1-1 #1 SMP PREEMPT_DYNAMIC Fri, 21 Jun 2024 19:49:19 +0000
1720573017.108690 using libevent 2.1.12-stable poll
1720573017.108697 using ncurses 6.5 20240427
1720573017.226367 peer 0x630cc89800e0 message 105
1720573017.226371 client 0x630cc897ecd0 IDENTIFY_ENVIRON WINDOWID=71303182
1720573017.226375 peer 0x630cc89800e0 message 105
1720573017.226380 client 0x630cc897ecd0 IDENTIFY_ENVIRON rvm_user_path=/home/jack/.rvm/user
1720573017.226384 peer 0x630cc89800e0 message 105
1720573017.226388 client 0x630cc897ecd0 IDENTIFY_ENVIRON ZLE_RPROMPT_INDENT=0
1720573017.226392 peer 0x630cc89800e0 message 105
1720573017.226396 client 0x630cc897ecd0 IDENTIFY_ENVIRON COLORTERM=truecolor
1720573017.226400 peer 0x630cc89800e0 message 105
1720573017.226405 client 0x630cc897ecd0 IDENTIFY_ENVIRON XDG_MENU_PREFIX=gnome-
1720573017.226409 peer 0x630cc89800e0 message 105
1720573017.226413 client 0x630cc897ecd0 IDENTIFY_ENVIRON POSH_PID=323415
1720573017.226417 peer 0x630cc89800e0 message 105
1720573017.226422 client 0x630cc897ecd0 IDENTIFY_ENVIRON TMUX=/tmp/tmux-1000/default,1673238,-1
1720573017.226445 peer 0x630cc89800e0 message 105
1720573017.226450 client 0x630cc897ecd0 IDENTIFY_ENVIRON ZSH_CACHE_DIR=/home/jack/.cache/zinit
1720573017.226456 peer 0x630cc89800e0 message 105
1720573017.226460 client 0x630cc897ecd0 IDENTIFY_ENVIRON GNOME_KEYRING_CONTROL=/run/user/1000/keyring
1720573017.226464 peer 0x630cc89800e0 message 105
1720573017.226470 client 0x630cc897ecd0 IDENTIFY_ENVIRON DOTNET_ROOT=/usr/share/dotnet
1720573017.226474 peer 0x630cc89800e0 message 105
1720573017.226478 client 0x630cc897ecd0 IDENTIFY_ENVIRON SSH_AUTH_SOCK=/run/user/1000/gcr/ssh
1720573017.226483 peer 0x630cc89800e0 message 105
1720573017.226487 client 0x630cc897ecd0 IDENTIFY_ENVIRON GRADLE_HOME=/usr/share/java/gradle
1720573017.226491 peer 0x630cc89800e0 message 105
1720573017.226496 client 0x630cc897ecd0 IDENTIFY_ENVIRON rvm_gems_path=/home/jack/.rvm/gems
1720573017.226502 peer 0x630cc89800e0 message 105
1720573017.226507 client 0x630cc897ecd0 IDENTIFY_ENVIRON MEMORY_PRESSURE_WRITE=c29tZSAyMDAwMDAgMjAwMDAwMAA=
1720573017.226511 peer 0x630cc89800e0 message 105
1720573017.226517 client 0x630cc897ecd0 IDENTIFY_ENVIRON DESKTOP_SESSION=gnome-xorg
1720573017.226522 peer 0x630cc89800e0 message 105
1720573017.226526 client 0x630cc897ecd0 IDENTIFY_ENVIRON rvm_archives_path=/home/jack/.rvm/archives
1720573017.226530 peer 0x630cc89800e0 message 105
1720573017.226535 client 0x630cc897ecd0 IDENTIFY_ENVIRON KITTY_PID=323389
1720573017.226539 peer 0x630cc89800e0 message 105
1720573017.226543 client 0x630cc897ecd0 IDENTIFY_ENVIRON PMSPEC=0uUpiPsf
1720573017.226547 peer 0x630cc89800e0 message 105
1720573017.226552 client 0x630cc897ecd0 IDENTIFY_ENVIRON rvm_log_path=/home/jack/.rvm/log
1720573017.226556 peer 0x630cc89800e0 message 105
1720573017.226560 client 0x630cc897ecd0 IDENTIFY_ENVIRON PWD=/home/jack/dotfiles
1720573017.226565 peer 0x630cc89800e0 message 105
1720573017.226569 client 0x630cc897ecd0 IDENTIFY_ENVIRON LOGNAME=jack
1720573017.226573 peer 0x630cc89800e0 message 105
1720573017.226578 client 0x630cc897ecd0 IDENTIFY_ENVIRON XDG_SESSION_DESKTOP=gnome-xorg
1720573017.226582 peer 0x630cc89800e0 message 105
1720573017.226587 client 0x630cc897ecd0 IDENTIFY_ENVIRON XDG_SESSION_TYPE=x11
1720573017.226592 peer 0x630cc89800e0 message 105
1720573017.226597 client 0x630cc897ecd0 IDENTIFY_ENVIRON SYSTEMD_EXEC_PID=2005
1720573017.226603 peer 0x630cc89800e0 message 105
1720573017.226608 client 0x630cc897ecd0 IDENTIFY_ENVIRON rvm_wrappers_path=/home/jack/.rvm/wrappers
1720573017.226613 peer 0x630cc89800e0 message 105
1720573017.226617 client 0x630cc897ecd0 IDENTIFY_ENVIRON rvm_create_flag=1
1720573017.226621 peer 0x630cc89800e0 message 105
1720573017.226626 client 0x630cc897ecd0 IDENTIFY_ENVIRON rvm_environments_path=/home/jack/.rvm/environments
1720573017.226630 peer 0x630cc89800e0 message 105
1720573017.226635 client 0x630cc897ecd0 IDENTIFY_ENVIRON XAUTHORITY=/run/user/1000/gdm/Xauthority
1720573017.226639 peer 0x630cc89800e0 message 105
1720573017.226645 client 0x630cc897ecd0 IDENTIFY_ENVIRON KITTY_PUBLIC_KEY=1:{8M{oA+g*?dPv{}^8VcU<bT?{)L1Ee6kA3dpU#*w
1720573017.226650 peer 0x630cc89800e0 message 105
1720573017.226655 client 0x630cc897ecd0 IDENTIFY_ENVIRON WINDOWPATH=2
1720573017.226659 peer 0x630cc89800e0 message 105
1720573017.226663 client 0x630cc897ecd0 IDENTIFY_ENVIRON MOTD_SHOWN=pam
1720573017.226668 peer 0x630cc89800e0 message 105
1720573017.226672 client 0x630cc897ecd0 IDENTIFY_ENVIRON GDM_LANG=en_US.UTF-8
1720573017.226676 peer 0x630cc89800e0 message 105
1720573017.226681 client 0x630cc897ecd0 IDENTIFY_ENVIRON HOME=/home/jack
1720573017.226685 peer 0x630cc89800e0 message 105
1720573017.226689 client 0x630cc897ecd0 IDENTIFY_ENVIRON USERNAME=jack
1720573017.226693 peer 0x630cc89800e0 message 105
1720573017.226698 client 0x630cc897ecd0 IDENTIFY_ENVIRON VULKAN_SDK=/home/jack/vulkan/x86_64
1720573017.226702 peer 0x630cc89800e0 message 105
1720573017.226707 client 0x630cc897ecd0 IDENTIFY_ENVIRON rvm_src_path=/home/jack/.rvm/src
1720573017.226712 peer 0x630cc89800e0 message 105
1720573017.226716 client 0x630cc897ecd0 IDENTIFY_ENVIRON LANG=en_US.UTF-8
1720573017.226731 peer 0x630cc89800e0 message 105
1720573017.226735 client 0x630cc897ecd0 IDENTIFY_ENVIRON XDG_CURRENT_DESKTOP=GNOME
1720573017.226739 peer 0x630cc89800e0 message 105
1720573017.226743 client 0x630cc897ecd0 IDENTIFY_ENVIRON rvm_hooks_path=/home/jack/.rvm/hooks
1720573017.226749 peer 0x630cc89800e0 message 105
1720573017.226754 client 0x630cc897ecd0 IDENTIFY_ENVIRON POSH_SHELL_VERSION=5.9
1720573017.226758 peer 0x630cc89800e0 message 105
1720573017.226765 client 0x630cc897ecd0 IDENTIFY_ENVIRON MEMORY_PRESSURE_WATCH=/sys/fs/cgroup/user.slice/user-1000.slice/user@1000.service/session.slice/org.gnome.SettingsDaemon.MediaKeys.service/memory.pressure
1720573017.226771 peer 0x630cc89800e0 message 105
1720573017.226775 client 0x630cc897ecd0 IDENTIFY_ENVIRON KITTY_WINDOW_ID=1
1720573017.226779 peer 0x630cc89800e0 message 105
1720573017.226784 client 0x630cc897ecd0 IDENTIFY_ENVIRON CONDA_PROMPT_MODIFIER=false
1720573017.226790 peer 0x630cc89800e0 message 105
1720573017.226795 client 0x630cc897ecd0 IDENTIFY_ENVIRON INVOCATION_ID=095687bfe51a4ab8833b160b7bdaa30d
1720573017.226801 peer 0x630cc89800e0 message 105
1720573017.226806 client 0x630cc897ecd0 IDENTIFY_ENVIRON MANAGERPID=1602
1720573017.226810 peer 0x630cc89800e0 message 105
1720573017.226816 client 0x630cc897ecd0 IDENTIFY_ENVIRON DOTNET_BUNDLE_EXTRACT_BASE_DIR=/home/jack/.cache/dotnet_bundle_extract
1720573017.226820 peer 0x630cc89800e0 message 105
1720573017.226824 client 0x630cc897ecd0 IDENTIFY_ENVIRON rvm_rubies_path=/home/jack/.rvm/rubies
1720573017.226829 peer 0x630cc89800e0 message 105
1720573017.226833 client 0x630cc897ecd0 IDENTIFY_ENVIRON rvm_bin_path=/home/jack/.rvm/bin
1720573017.226838 peer 0x630cc89800e0 message 105
1720573017.226842 client 0x630cc897ecd0 IDENTIFY_ENVIRON ZPFX=/home/jack/.local/share/zinit/polaris
1720573017.226848 peer 0x630cc89800e0 message 105
1720573017.226853 client 0x630cc897ecd0 IDENTIFY_ENVIRON XDG_SESSION_CLASS=user
1720573017.226858 peer 0x630cc89800e0 message 105
1720573017.226863 client 0x630cc897ecd0 IDENTIFY_ENVIRON TERM=xterm-kitty
1720573017.226867 peer 0x630cc89800e0 message 105
1720573017.226872 client 0x630cc897ecd0 IDENTIFY_ENVIRON TERMINFO=/usr/lib/kitty/terminfo
1720573017.226877 peer 0x630cc89800e0 message 105
1720573017.226882 client 0x630cc897ecd0 IDENTIFY_ENVIRON POSH_PROMPT_COUNT=48
1720573017.226886 peer 0x630cc89800e0 message 105
1720573017.226891 client 0x630cc897ecd0 IDENTIFY_ENVIRON USER=jack
1720573017.226896 peer 0x630cc89800e0 message 105
1720573017.226900 client 0x630cc897ecd0 IDENTIFY_ENVIRON SUDO_EDITOR=nvim
1720573017.226905 peer 0x630cc89800e0 message 105
1720573017.226910 client 0x630cc897ecd0 IDENTIFY_ENVIRON DISPLAY=:0
1720573017.226914 peer 0x630cc89800e0 message 105
1720573017.226918 client 0x630cc897ecd0 IDENTIFY_ENVIRON SHLVL=2
1720573017.226922 peer 0x630cc89800e0 message 105
1720573017.226927 client 0x630cc897ecd0 IDENTIFY_ENVIRON MOZ_USE_XINPUT2=1
1720573017.226931 peer 0x630cc89800e0 message 105
1720573017.226936 client 0x630cc897ecd0 IDENTIFY_ENVIRON rvm_gems_cache_path=/home/jack/.rvm/gems_cache
1720573017.226941 peer 0x630cc89800e0 message 105
1720573017.226946 client 0x630cc897ecd0 IDENTIFY_ENVIRON POSH_THEME=/home/jack/.config/ohmyposh/conf.toml
1720573017.226950 peer 0x630cc89800e0 message 105
1720573017.226955 client 0x630cc897ecd0 IDENTIFY_ENVIRON rvm_pkgs_path=/home/jack/.rvm/pkgs
1720573017.226959 peer 0x630cc89800e0 message 105
1720573017.226964 client 0x630cc897ecd0 IDENTIFY_ENVIRON LD_LIBRARY_PATH=/home/jack/vulkan/x86_64/lib
1720573017.226968 peer 0x630cc89800e0 message 105
1720573017.226974 client 0x630cc897ecd0 IDENTIFY_ENVIRON XDG_RUNTIME_DIR=/run/user/1000
1720573017.226978 peer 0x630cc89800e0 message 105
1720573017.226983 client 0x630cc897ecd0 IDENTIFY_ENVIRON DEBUGINFOD_URLS=https://debuginfod.archlinux.org 
1720573017.226986 peer 0x630cc89800e0 message 105
1720573017.226991 client 0x630cc897ecd0 IDENTIFY_ENVIRON rvm_tmp_path=/home/jack/.rvm/tmp
1720573017.226996 peer 0x630cc89800e0 message 105
1720573017.227000 client 0x630cc897ecd0 IDENTIFY_ENVIRON JOURNAL_STREAM=9:7820
1720573017.227015 peer 0x630cc89800e0 message 105
1720573017.227020 client 0x630cc897ecd0 IDENTIFY_ENVIRON GTK3_MODULES=xapp-gtk3-module
1720573017.227023 peer 0x630cc89800e0 message 105
1720573017.227030 client 0x630cc897ecd0 IDENTIFY_ENVIRON XDG_DATA_DIRS=/home/jack/.local/share/flatpak/exports/share:/var/lib/flatpak/exports/share:/usr/local/share/:/usr/share/:/var/lib/snapd/desktop
1720573017.227036 peer 0x630cc89800e0 message 105
1720573017.227088 client 0x630cc897ecd0 IDENTIFY_ENVIRON PATH=/home/jack/.local/share/zinit/polaris/bin:/home/jack/vulkan/x86_64/bin:/home/jack/bin:/usr/local/bin:/home/jack/.cargo/bin:/usr/local/bin:/usr/bin:/var/lib/snapd/snap/bin:/usr/local/sbin:/home/jack/.dotnet/tools:/var/lib/flatpak/exports/bin:/usr/lib/jvm/default/bin:/usr/bin/site_perl:/usr/bin/vendor_perl:/usr/bin/core_perl:/usr/lib/rustup/bin:/home/jack/.rvm/bin:/home/jack/.local/bin:/usr/share/rvm/bin:/home/jack/.local/share/gem/ruby/3.0.0/bin
1720573017.227097 peer 0x630cc89800e0 message 105
1720573017.227102 client 0x630cc897ecd0 IDENTIFY_ENVIRON rvm_rubygems_path=/home/jack/.rvm/rubygems
1720573017.227106 peer 0x630cc89800e0 message 105
1720573017.227111 client 0x630cc897ecd0 IDENTIFY_ENVIRON rvm_repos_path=/home/jack/.rvm/repos
1720573017.227117 peer 0x630cc89800e0 message 105
1720573017.227122 client 0x630cc897ecd0 IDENTIFY_ENVIRON GDMSESSION=gnome-xorg
1720573017.227126 peer 0x630cc89800e0 message 105
1720573017.227131 client 0x630cc897ecd0 IDENTIFY_ENVIRON DBUS_SESSION_BUS_ADDRESS=unix:path=/run/user/1000/bus
1720573017.227136 peer 0x630cc89800e0 message 105
1720573017.227140 client 0x630cc897ecd0 IDENTIFY_ENVIRON HG=/usr/bin/hg
1720573017.227144 peer 0x630cc89800e0 message 105
1720573017.227148 client 0x630cc897ecd0 IDENTIFY_ENVIRON MAIL=/var/spool/mail/jack
1720573017.227152 peer 0x630cc89800e0 message 105
1720573017.227157 client 0x630cc897ecd0 IDENTIFY_ENVIRON POWERLINE_COMMAND=oh-my-posh
1720573017.227160 peer 0x630cc89800e0 message 105
1720573017.227165 client 0x630cc897ecd0 IDENTIFY_ENVIRON KITTY_INSTALLATION_DIR=/usr/lib/kitty
1720573017.227169 peer 0x630cc89800e0 message 105
1720573017.227175 client 0x630cc897ecd0 IDENTIFY_ENVIRON GIO_LAUNCHED_DESKTOP_FILE_PID=323389
1720573017.227179 peer 0x630cc89800e0 message 105
1720573017.227185 client 0x630cc897ecd0 IDENTIFY_ENVIRON VK_ADD_LAYER_PATH=/home/jack/vulkan/x86_64/share/vulkan/explicit_layer.d
1720573017.227189 peer 0x630cc89800e0 message 105
1720573017.227194 client 0x630cc897ecd0 IDENTIFY_ENVIRON rvm_path=/usr/share/rvm
1720573017.227198 peer 0x630cc89800e0 message 105
1720573017.227205 client 0x630cc897ecd0 IDENTIFY_ENVIRON OLDPWD=/home/jack/Projects/CPP/Yron
1720573017.227210 peer 0x630cc89800e0 message 105
1720573017.227214 client 0x630cc897ecd0 IDENTIFY_ENVIRON _=/usr/bin/tmux
1720573017.227219 peer 0x630cc89800e0 message 106
1720573017.227224 client 0x630cc897ecd0 name is client-1673264
1720573017.227238 cmdq_next <global>: waiting
1720573017.227244 cmdq_next </dev/pts/1>: waiting
1720573017.227248 cmdq_next <client-1673264>: empty
1720573017.227351 peer 0x630cc89800e0 message 200
1720573017.227365 cmd_unpack_argv: argv[0]=bind-key
1720573017.227369 cmd_unpack_argv: argv[1]=U
1720573017.227372 cmd_unpack_argv: argv[2]=run-shell
1720573017.227376 cmd_unpack_argv: argv[3]=/home/jack/.tmux/plugins/tpm/bindings/update_plugins
1720573017.227385 cmd_parse_build_commands 0:0: bind-key
1720573017.227389 cmd_parse_build_commands 0:1: U
1720573017.227392 cmd_parse_build_commands 0:2: run-shell
1720573017.227397 cmd_parse_build_commands 0:3: /home/jack/.tmux/plugins/tpm/bindings/update_plugins
1720573017.227411 args_parse_flags: next U
1720573017.227415 args_parse: flags end at 1 of 4
1720573017.227419 args_parse: 1 = U (type STRING)
1720573017.227424 args_parse: 2 = run-shell (type STRING)
1720573017.227429 args_parse: 3 = /home/jack/.tmux/plugins/tpm/bindings/update_plugins (type STRING)
1720573017.227444 cmd_parse_build_commands: bind-key U run-shell /home/jack/.tmux/plugins/tpm/bindings/update_plugins
1720573017.227452 cmdq_get_command: [bind-key/0x630cc895ef50] group 2839
1720573017.227467 cmdq_append <client-1673264>: [bind-key/0x630cc895ef50]
1720573017.227473 cmdq_append <client-1673264>: [server_client_command_done/0x630cc8946290]
1720573017.227477 cmdq_next <global>: waiting
1720573017.227481 cmdq_next </dev/pts/1>: waiting
1720573017.227484 cmdq_next <client-1673264>: enter
1720573017.227490 cmdq_next <client-1673264>: [bind-key/0x630cc895ef50] (0), flags 0
1720573017.227495 cmd_find_best_session: 0 sessions to try
1720573017.227500 cmd_find_current_client: no target, return (nil)
1720573017.227504 cmd_find_best_session: 0 sessions to try
1720573017.227508 cmd_find_best_session: 0 sessions to try
1720573017.227514 cmd_parse_build_commands 0:0: run-shell
1720573017.227519 cmd_parse_build_commands 0:1: /home/jack/.tmux/plugins/tpm/bindings/update_plugins
1720573017.227531 args_parse_flags: next /home/jack/.tmux/plugins/tpm/bindings/update_plugins
1720573017.227535 args_parse: flags end at 1 of 2
1720573017.227539 args_parse: 1 = /home/jack/.tmux/plugins/tpm/bindings/update_plugins (type STRING)
1720573017.227546 cmd_parse_build_commands: run-shell /home/jack/.tmux/plugins/tpm/bindings/update_plugins
1720573017.227560 key_bindings_add: 0x55 U = run-shell /home/jack/.tmux/plugins/tpm/bindings/update_plugins
1720573017.227565 cmd_find_best_session: 0 sessions to try
1720573017.227569 unref client 0x630cc897ecd0 (3 references)
1720573017.227575 cmdq_next <client-1673264>: [server_client_command_done/0x630cc8946290] (1), flags 0
1720573017.227579 unref client 0x630cc897ecd0 (2 references)
1720573017.227583 cmdq_next <client-1673264>: exit (empty)
1720573017.227587 cmdq_next <global>: waiting
1720573017.227591 cmdq_next </dev/pts/1>: waiting
1720573017.227594 cmdq_next <client-1673264>: empty
1720573017.227600 sending message 203 to peer 0x630cc89800e0 (4 bytes)
1720573017.227620 cmdq_next <global>: waiting
1720573017.227626 cmdq_next </dev/pts/1>: waiting
1720573017.227630 cmdq_next <client-1673264>: empty
1720573017.228369 lost client 0x630cc897ecd0
1720573017.228418 remove peer 0x630cc89800e0
1720573017.228448 unref client 0x630cc897ecd0 (1 references)
1720573017.228457 free client 0x630cc897ecd0 (0 references)
1720573017.228463 cmdq_next <global>: waiting
1720573017.228467 cmdq_next </dev/pts/1>: waiting
1720573017.233443 add peer 0x630cc89800e0: 10 (0x630cc897ecd0)
1720573017.233520 new client 0x630cc897ecd0
1720573017.233532 cmdq_next <global>: waiting
1720573017.233540 cmdq_next </dev/pts/1>: waiting
1720573017.233646 peer 0x630cc89800e0 message 100
1720573017.233656 client 0x630cc897ecd0 IDENTIFY_FLAGS 0x10000
1720573017.233661 peer 0x630cc89800e0 message 111
1720573017.233666 client 0x630cc897ecd0 IDENTIFY_LONGFLAGS 0x10000
1720573017.233671 peer 0x630cc89800e0 message 101
1720573017.233677 client 0x630cc897ecd0 IDENTIFY_TERM xterm-kitty
1720573017.233681 peer 0x630cc89800e0 message 109
1720573017.233686 client 0x630cc897ecd0 IDENTIFY_FEATURES 
1720573017.233690 peer 0x630cc89800e0 message 102
1720573017.233695 client 0x630cc897ecd0 IDENTIFY_TTYNAME 
1720573017.233699 peer 0x630cc89800e0 message 108
1720573017.233709 client 0x630cc897ecd0 IDENTIFY_CWD /home/jack/dotfiles
1720573017.233714 peer 0x630cc89800e0 message 104
1720573017.233719 client 0x630cc897ecd0 IDENTIFY_STDIN 11
1720573017.233724 cmdq_next <global>: waiting
1720573017.233729 cmdq_next </dev/pts/1>: waiting
1720573017.233784 peer 0x630cc89800e0 message 110
1720573017.233792 client 0x630cc897ecd0 IDENTIFY_STDOUT 12
1720573017.233797 peer 0x630cc89800e0 message 107
1720573017.233802 client 0x630cc897ecd0 IDENTIFY_CLIENTPID 1673266
1720573017.233807 peer 0x630cc89800e0 message 105
1720573017.233814 client 0x630cc897ecd0 IDENTIFY_ENVIRON SHELL=/bin/zsh
1720573017.233821 peer 0x630cc89800e0 message 105
1720573017.233827 client 0x630cc897ecd0 IDENTIFY_ENVIRON SESSION_MANAGER=local/archpad:@/tmp/.ICE-unix/1817,unix/archpad:/tmp/.ICE-unix/1817
1720573017.233833 peer 0x630cc89800e0 message 105
1720573017.233838 client 0x630cc897ecd0 IDENTIFY_ENVIRON WINDOWID=71303182
1720573017.233843 peer 0x630cc89800e0 message 105
1720573017.233866 client 0x630cc897ecd0 IDENTIFY_ENVIRON rvm_user_path=/home/jack/.rvm/user
1720573017.233870 peer 0x630cc89800e0 message 105
1720573017.233874 client 0x630cc897ecd0 IDENTIFY_ENVIRON ZLE_RPROMPT_INDENT=0
1720573017.233877 peer 0x630cc89800e0 message 105
1720573017.233881 client 0x630cc897ecd0 IDENTIFY_ENVIRON COLORTERM=truecolor
1720573017.233884 peer 0x630cc89800e0 message 105
1720573017.233888 client 0x630cc897ecd0 IDENTIFY_ENVIRON XDG_MENU_PREFIX=gnome-
1720573017.233891 peer 0x630cc89800e0 message 105
1720573017.233895 client 0x630cc897ecd0 IDENTIFY_ENVIRON POSH_PID=323415
1720573017.233898 peer 0x630cc89800e0 message 105
1720573017.233902 client 0x630cc897ecd0 IDENTIFY_ENVIRON TMUX=/tmp/tmux-1000/default,1673238,-1
1720573017.233905 peer 0x630cc89800e0 message 105
1720573017.233909 client 0x630cc897ecd0 IDENTIFY_ENVIRON ZSH_CACHE_DIR=/home/jack/.cache/zinit
1720573017.233913 peer 0x630cc89800e0 message 105
1720573017.233917 client 0x630cc897ecd0 IDENTIFY_ENVIRON GNOME_KEYRING_CONTROL=/run/user/1000/keyring
1720573017.233920 peer 0x630cc89800e0 message 105
1720573017.233925 client 0x630cc897ecd0 IDENTIFY_ENVIRON DOTNET_ROOT=/usr/share/dotnet
1720573017.233928 peer 0x630cc89800e0 message 105
1720573017.233932 client 0x630cc897ecd0 IDENTIFY_ENVIRON SSH_AUTH_SOCK=/run/user/1000/gcr/ssh
1720573017.233935 peer 0x630cc89800e0 message 105
1720573017.233939 client 0x630cc897ecd0 IDENTIFY_ENVIRON GRADLE_HOME=/usr/share/java/gradle
1720573017.233942 peer 0x630cc89800e0 message 105
1720573017.233946 client 0x630cc897ecd0 IDENTIFY_ENVIRON rvm_gems_path=/home/jack/.rvm/gems
1720573017.233950 peer 0x630cc89800e0 message 105
1720573017.233954 client 0x630cc897ecd0 IDENTIFY_ENVIRON MEMORY_PRESSURE_WRITE=c29tZSAyMDAwMDAgMjAwMDAwMAA=
1720573017.233958 peer 0x630cc89800e0 message 105
1720573017.233962 client 0x630cc897ecd0 IDENTIFY_ENVIRON DESKTOP_SESSION=gnome-xorg
1720573017.233966 peer 0x630cc89800e0 message 105
1720573017.233969 client 0x630cc897ecd0 IDENTIFY_ENVIRON rvm_archives_path=/home/jack/.rvm/archives
1720573017.233973 peer 0x630cc89800e0 message 105
1720573017.233976 client 0x630cc897ecd0 IDENTIFY_ENVIRON KITTY_PID=323389
1720573017.233980 peer 0x630cc89800e0 message 105
1720573017.233983 client 0x630cc897ecd0 IDENTIFY_ENVIRON PMSPEC=0uUpiPsf
1720573017.233986 peer 0x630cc89800e0 message 105
1720573017.233990 client 0x630cc897ecd0 IDENTIFY_ENVIRON rvm_log_path=/home/jack/.rvm/log
1720573017.233994 peer 0x630cc89800e0 message 105
1720573017.233997 client 0x630cc897ecd0 IDENTIFY_ENVIRON PWD=/home/jack/dotfiles
1720573017.234001 peer 0x630cc89800e0 message 105
1720573017.234004 client 0x630cc897ecd0 IDENTIFY_ENVIRON LOGNAME=jack
1720573017.234007 peer 0x630cc89800e0 message 105
1720573017.234011 client 0x630cc897ecd0 IDENTIFY_ENVIRON XDG_SESSION_DESKTOP=gnome-xorg
1720573017.234015 peer 0x630cc89800e0 message 105
1720573017.234018 client 0x630cc897ecd0 IDENTIFY_ENVIRON XDG_SESSION_TYPE=x11
1720573017.234021 peer 0x630cc89800e0 message 105
1720573017.234025 client 0x630cc897ecd0 IDENTIFY_ENVIRON SYSTEMD_EXEC_PID=2005
1720573017.234029 peer 0x630cc89800e0 message 105
1720573017.234033 client 0x630cc897ecd0 IDENTIFY_ENVIRON rvm_wrappers_path=/home/jack/.rvm/wrappers
1720573017.234036 peer 0x630cc89800e0 message 105
1720573017.234040 client 0x630cc897ecd0 IDENTIFY_ENVIRON rvm_create_flag=1
1720573017.234044 peer 0x630cc89800e0 message 105
1720573017.234048 client 0x630cc897ecd0 IDENTIFY_ENVIRON rvm_environments_path=/home/jack/.rvm/environments
1720573017.234051 peer 0x630cc89800e0 message 105
1720573017.234054 client 0x630cc897ecd0 IDENTIFY_ENVIRON XAUTHORITY=/run/user/1000/gdm/Xauthority
1720573017.234058 peer 0x630cc89800e0 message 105
1720573017.234062 client 0x630cc897ecd0 IDENTIFY_ENVIRON KITTY_PUBLIC_KEY=1:{8M{oA+g*?dPv{}^8VcU<bT?{)L1Ee6kA3dpU#*w
1720573017.234066 peer 0x630cc89800e0 message 105
1720573017.234071 client 0x630cc897ecd0 IDENTIFY_ENVIRON WINDOWPATH=2
1720573017.234075 peer 0x630cc89800e0 message 105
1720573017.234081 client 0x630cc897ecd0 IDENTIFY_ENVIRON MOTD_SHOWN=pam
1720573017.234094 peer 0x630cc89800e0 message 105
1720573017.234099 client 0x630cc897ecd0 IDENTIFY_ENVIRON GDM_LANG=en_US.UTF-8
1720573017.234104 peer 0x630cc89800e0 message 105
1720573017.234109 client 0x630cc897ecd0 IDENTIFY_ENVIRON HOME=/home/jack
1720573017.234114 peer 0x630cc89800e0 message 105
1720573017.234120 client 0x630cc897ecd0 IDENTIFY_ENVIRON USERNAME=jack
1720573017.234124 peer 0x630cc89800e0 message 105
1720573017.234130 client 0x630cc897ecd0 IDENTIFY_ENVIRON VULKAN_SDK=/home/jack/vulkan/x86_64
1720573017.234135 peer 0x630cc89800e0 message 105
1720573017.234140 client 0x630cc897ecd0 IDENTIFY_ENVIRON rvm_src_path=/home/jack/.rvm/src
1720573017.234145 peer 0x630cc89800e0 message 105
1720573017.234148 client 0x630cc897ecd0 IDENTIFY_ENVIRON LANG=en_US.UTF-8
1720573017.234151 peer 0x630cc89800e0 message 105
1720573017.234155 client 0x630cc897ecd0 IDENTIFY_ENVIRON XDG_CURRENT_DESKTOP=GNOME
1720573017.234158 peer 0x630cc89800e0 message 105
1720573017.234161 client 0x630cc897ecd0 IDENTIFY_ENVIRON rvm_hooks_path=/home/jack/.rvm/hooks
1720573017.234165 peer 0x630cc89800e0 message 105
1720573017.234169 client 0x630cc897ecd0 IDENTIFY_ENVIRON POSH_SHELL_VERSION=5.9
1720573017.234173 peer 0x630cc89800e0 message 105
1720573017.234178 client 0x630cc897ecd0 IDENTIFY_ENVIRON MEMORY_PRESSURE_WATCH=/sys/fs/cgroup/user.slice/user-1000.slice/user@1000.service/session.slice/org.gnome.SettingsDaemon.MediaKeys.service/memory.pressure
1720573017.234182 peer 0x630cc89800e0 message 105
1720573017.234185 client 0x630cc897ecd0 IDENTIFY_ENVIRON KITTY_WINDOW_ID=1
1720573017.234188 peer 0x630cc89800e0 message 105
1720573017.234192 client 0x630cc897ecd0 IDENTIFY_ENVIRON CONDA_PROMPT_MODIFIER=false
1720573017.234196 peer 0x630cc89800e0 message 105
1720573017.234200 client 0x630cc897ecd0 IDENTIFY_ENVIRON INVOCATION_ID=095687bfe51a4ab8833b160b7bdaa30d
1720573017.234203 peer 0x630cc89800e0 message 105
1720573017.234207 client 0x630cc897ecd0 IDENTIFY_ENVIRON MANAGERPID=1602
1720573017.234210 peer 0x630cc89800e0 message 105
1720573017.234214 client 0x630cc897ecd0 IDENTIFY_ENVIRON DOTNET_BUNDLE_EXTRACT_BASE_DIR=/home/jack/.cache/dotnet_bundle_extract
1720573017.234217 peer 0x630cc89800e0 message 105
1720573017.234221 client 0x630cc897ecd0 IDENTIFY_ENVIRON rvm_rubies_path=/home/jack/.rvm/rubies
1720573017.234224 peer 0x630cc89800e0 message 105
1720573017.234227 client 0x630cc897ecd0 IDENTIFY_ENVIRON rvm_bin_path=/home/jack/.rvm/bin
1720573017.234231 peer 0x630cc89800e0 message 105
